gname,chromosome,orientation,start,end
tG(CCC)O,chrXV,-,594353,594425
YOR142W-B,chrXV,+,595111,600380
YOR142W-A,chrXV,+,595111,596434
YOR143C,chrXV,-,601382,602342
YOR144C,chrXV,-,602716,605092
YOR145C,chrXV,-,605346,606171
YOR146W,chrXV,+,605872,606178
YOR147W,chrXV,+,606606,608475
YOR148C,chrXV,-,608639,609197
YOR149C,chrXV,-,609837,611388
YOR150W,chrXV,+,611998,612490
YOR151C,chrXV,-,612996,616671
YOR152C,chrXV,-,617517,618288
YOR153W,chrXV,+,619839,624375
YOR154W,chrXV,+,624728,626492
YOR155C,chrXV,-,626627,627980
YOR156C,chrXV,-,628359,630540
YOR157C,chrXV,-,630965,631751
YOR158W,chrXV,+,632163,633120
YOR159C,chrXV,-,633281,633566
YOR160W,chrXV,+,633838,636757
YOR161C,chrXV,-,636938,638558
YOR161W-A,chrXV,+,637573,637654
YOR161W-B,chrXV,+,637974,638235
YOR161C-C,chrXV,-,639120,639267
YOR162C,chrXV,-,639559,641992
YOR163W,chrXV,+,642740,643307
YOR164C,chrXV,-,643393,644332
YOR165W,chrXV,+,644565,646896
YOR166C,chrXV,-,647125,648502
YOR167C,chrXV,-,648803,649007
YOR168W,chrXV,+,649302,651732
YOR169C,chrXV,-,651375,651840
YOR170W,chrXV,+,651857,652163
YOR171C,chrXV,-,652009,653884
YOR172W,chrXV,+,654209,656570
YOR173W,chrXV,+,657263,658325
YOR174W,chrXV,+,658746,659601
YOR175C,chrXV,-,659814,661674
YOR176W,chrXV,+,662400,663582
tV(AAC)O,chrXV,-,663811,663885
YOR177C,chrXV,-,665784,667179
YOR178C,chrXV,-,667859,670241
YOR179C,chrXV,-,671844,672411
YOR180C,chrXV,-,674351,675167
YOR181W,chrXV,+,675938,677840
YOR182C,chrXV,-,678190,678793
YOR183W,chrXV,+,678871,679261
YOR184W,chrXV,+,679356,680544
snR36,chrXV,-,680684,680866
YOR185C,chrXV,-,681443,682106
YOR186W,chrXV,+,683110,683545
YOR186C-A,chrXV,-,683328,683538
YOR187W,chrXV,+,684029,685343
YOR188W,chrXV,+,685766,689180
YOR189W,chrXV,+,689623,689974
YOR190W,chrXV,+,690694,692032
YOR191W,chrXV,+,692474,697334
YOR192C,chrXV,-,698767,700567
YOR192C-C,chrXV,-,703987,704224
YOR192C-B,chrXV,-,704418,709732
YOR192C-A,chrXV,-,708415,709732
tM(CAU)O1,chrXV,+,710200,710272
YOR193W,chrXV,+,710445,711576
YOR194C,chrXV,-,711682,712543
YOR195W,chrXV,+,712865,715331
YOR196C,chrXV,-,715592,716837
YOR197W,chrXV,+,717085,718384
YOR198C,chrXV,-,718652,720065
YOR199W,chrXV,+,720180,720510
YOR200W,chrXV,+,720416,720815
YOR201C,chrXV,-,720469,721708
YOR202W,chrXV,+,721945,722608
YOR203W,chrXV,+,722564,722918
YOR204W,chrXV,+,722910,724725
YOR205C,chrXV,-,725563,727234
YOR206W,chrXV,+,727511,729644
YOR207C,chrXV,-,730007,733457
YOR208W,chrXV,+,733924,736177
YOR209C,chrXV,-,736436,737726
YOR210W,chrXV,+,738319,738532
YOR211C,chrXV,-,738923,741569
YOR212W,chrXV,+,742909,744181
YOR213C,chrXV,-,744534,745281
YOR214C,chrXV,-,745592,746303
YOR215C,chrXV,-,746724,747282
YOR216C,chrXV,-,747524,748979
YOR217W,chrXV,+,749300,751886
YOR218C,chrXV,-,751475,751895
YOR219C,chrXV,-,752213,755009
YOR220W,chrXV,+,755327,756125
YOR221C,chrXV,-,756475,757558
YOR222W,chrXV,+,758329,759253
snR35,chrXV,-,759325,759529
YOR223W,chrXV,+,759781,760660
YOR224C,chrXV,-,760824,761265
YOR225W,chrXV,+,761391,761721
YOR226C,chrXV,-,761613,762084
YOR227W,chrXV,+,762824,766565
YOR228C,chrXV,-,766868,767777
YOR229W,chrXV,+,768408,769812
YOR230W,chrXV,+,770799,772113
YOR231W,chrXV,+,772600,774127
YOR231C-A,chrXV,-,773162,773363
YOR232W,chrXV,+,774572,775259
YOR233W,chrXV,+,775845,778248
YOR234C,chrXV,-,778554,779405
YOR235W,chrXV,+,779869,780184
snR17a,chrXV,+,780106,780596
YOR236W,chrXV,+,780905,781541
YOR237W,chrXV,+,781993,783298
YOR238W,chrXV,+,783676,784588
YOR239W,chrXV,+,784856,786744
YOR241W,chrXV,+,786994,788641
YOR242C,chrXV,-,788741,789857
YOR243C,chrXV,-,790210,792241
YOR244W,chrXV,+,792530,793868
YOR245C,chrXV,-,794075,795332
YOR246C,chrXV,-,795800,796793
YOR247W,chrXV,+,797675,798308
YOR248W,chrXV,+,798012,798315
YOR249C,chrXV,-,798673,800731
YOR250C,chrXV,-,800969,802307
YOR251C,chrXV,-,802549,803464
YOR252W,chrXV,+,803666,804203
YOR253W,chrXV,+,804376,804907
YOR254C,chrXV,-,805031,807023
YOR255W,chrXV,+,807270,808107
YOR256C,chrXV,-,808253,810683
YOR257W,chrXV,+,811007,811493
YOR258W,chrXV,+,811670,812324
YOR259C,chrXV,-,812394,813708
YOR260W,chrXV,+,813983,815720
YOR261C,chrXV,-,815914,816931
YOR262W,chrXV,+,817291,818335
YOR263C,chrXV,-,818756,819164
YOR264W,chrXV,+,818865,820158
YOR265W,chrXV,+,820453,820774
YOR266W,chrXV,+,821022,822294
YOR267C,chrXV,-,822587,824867
YOR268C,chrXV,-,825533,825932
YOR269W,chrXV,+,826384,827869
YOR270C,chrXV,-,828051,830574
YOR271C,chrXV,-,831058,832042
snR8,chrXV,+,832331,832521
YOR272W,chrXV,+,832812,834195
YOR273C,chrXV,-,834451,836431
YOR274W,chrXV,+,837673,838960
YOR275C,chrXV,-,839083,841069
YOR276W,chrXV,+,841332,841818
YOR277C,chrXV,-,841514,841823
snR31,chrXV,-,841957,842182
snR5,chrXV,+,842402,842606
YOR278W,chrXV,+,842816,843644
YOR279C,chrXV,-,843697,844630
YOR280C,chrXV,-,844991,845792
YOR281C,chrXV,-,846268,847129
YOR282W,chrXV,+,846999,847320
YOR283W,chrXV,+,847452,848145
YOR284W,chrXV,+,848477,849209
YOR285W,chrXV,+,849634,850054
YOR286W,chrXV,+,850279,850729
YOR287C,chrXV,-,850936,851839
YOR288C,chrXV,-,852120,853077
YOR289W,chrXV,+,853356,854112
tA(UGC)O,chrXV,-,854186,854259
YOR290C,chrXV,-,855146,860258
YOR291W,chrXV,+,861174,865593
YOR292C,chrXV,-,865652,866582
YOR293W,chrXV,+,867097,867852
YOR293C-A,chrXV,-,867997,868147
YOR294W,chrXV,+,868339,868951
YOR295W,chrXV,+,869207,869894
YOR296W,chrXV,+,870201,874071
YOR297C,chrXV,-,874742,875321
YOR298W,chrXV,+,875598,877038
YOR298C-A,chrXV,-,877229,877685
YOR299W,chrXV,+,878434,880675
YOR300W,chrXV,+,880574,880883
YOR301W,chrXV,+,880964,882272
YOR302W,chrXV,+,882764,882842
YOR303W,chrXV,+,882898,884134
YOR304W,chrXV,+,884513,887876
YOR304C-A,chrXV,-,888519,888750
YOR305W,chrXV,+,889021,889750
YOR306C,chrXV,-,889866,891432
YOR307C,chrXV,-,892730,894092
YOR308C,chrXV,-,894623,896387
YOR309C,chrXV,-,896697,897078
YOR310C,chrXV,-,896824,898360
YOR311C,chrXV,-,899055,899928
YOR312C,chrXV,-,900249,901194
YOR313C,chrXV,-,901857,902874
YOR314W,chrXV,+,903042,903372
YOR314W-A,chrXV,+,904457,904568
YOR315W,chrXV,+,904759,905800
YOR316C,chrXV,-,906235,907555
YOR316C-A,chrXV,-,907725,907935
YOR317W,chrXV,+,909342,911445
YOR318C,chrXV,-,911783,912436
YOR319W,chrXV,+,912821,913463
YOR320C,chrXV,-,913618,915094
YOR321W,chrXV,+,916029,918291
YOR322C,chrXV,-,918605,921062
YOR323C,chrXV,-,921534,922905
YOR324C,chrXV,-,923231,925040
YOR325W,chrXV,+,924576,925050
YOR326W,chrXV,+,925720,930445
YOR327C,chrXV,-,930733,931081
YOR328W,chrXV,+,931802,936497
YOR329C,chrXV,-,936730,939349
YOR329W-A,chrXV,+,939347,939557
YOR330C,chrXV,-,939620,943385
YOR331C,chrXV,-,943564,944122
YOR332W,chrXV,+,943655,944357
YOR333C,chrXV,-,944540,944957
YOR334W,chrXV,+,944595,946008
YOR335C,chrXV,-,946232,949109
YOR335W-A,chrXV,+,946567,946648
YOR336W,chrXV,+,949772,953870
YOR337W,chrXV,+,954343,956623
YOR338W,chrXV,+,956897,957989
YOR339C,chrXV,-,958361,958832
YOR340C,chrXV,-,959201,960182
YOR341W,chrXV,+,960986,965981
YOR342C,chrXV,-,966665,967625
YOR343C,chrXV,-,968147,968474
YOR343W-B,chrXV,+,970577,975891
YOR343W-A,chrXV,+,970577,971894
tM(CAU)O2,chrXV,+,976420,976493
YOR344C,chrXV,-,977193,978069
tP(UGG)O3,chrXV,+,980682,980787
YOR345C,chrXV,-,981811,982162
YOR346W,chrXV,+,981827,984785
YOR347C,chrXV,-,984941,986462
YOR348C,chrXV,-,986898,988782
YOR349W,chrXV,+,989788,992833
YOR350C,chrXV,-,992863,994855
YOR351C,chrXV,-,995017,996511
YOR352W,chrXV,+,997212,998244
YOR353C,chrXV,-,998452,1000828
YOR354C,chrXV,-,1001146,1003225
YOR355W,chrXV,+,1005136,1006705
YOR356W,chrXV,+,1007220,1009116
YOR357C,chrXV,-,1009223,1009712
YOR358W,chrXV,+,1010160,1010889
YOR359W,chrXV,+,1011188,1012760
YOR360C,chrXV,-,1013240,1014821
YOR361C,chrXV,-,1015360,1017652
YOR362C,chrXV,-,1017879,1018746
YOR363C,chrXV,-,1020221,1023212
YOR364W,chrXV,+,1023370,1023739
YOR365C,chrXV,-,1023460,1025572
YOR366W,chrXV,+,1025255,1025609
YOR367W,chrXV,+,1026006,1026609
YOR368W,chrXV,+,1026842,1028048
YOR369C,chrXV,-,1028193,1028625
YOR370C,chrXV,-,1029182,1030994
YOR371C,chrXV,-,1031488,1034182
YOR372C,chrXV,-,1034806,1036471
YOR373W,chrXV,+,1036833,1039389
YOR374W,chrXV,+,1039839,1041399
YOR375C,chrXV,-,1041677,1043042
YOR376W,chrXV,+,1043190,1043559
YOR376W-A,chrXV,+,1045195,1045351
YOR377W,chrXV,+,1046225,1047803
YOR378W,chrXV,+,1049510,1051058
YOR379C,chrXV,-,1050725,1051064
YOR380W,chrXV,+,1051289,1052930
YOR381W,chrXV,+,1055544,1057680
YOR381W-A,chrXV,+,1058422,1058590
YOR382W,chrXV,+,1059530,1059992
YOR383C,chrXV,-,1060440,1061055
YOR384W,chrXV,+,1061563,1063648
YOR385W,chrXV,+,1065042,1065915
YOR386W,chrXV,+,1066838,1068536
YOR387C,chrXV,-,1069620,1070241
YOR388C,chrXV,-,1071792,1072923
YOR389W,chrXV,+,1074212,1076087
YOR390W,chrXV,+,1076783,1077911
YOR391C,chrXV,-,1078544,1079258
YOR392W,chrXV,+,1079281,1079725
YOR393W,chrXV,+,1080275,1081589
YOR394W,chrXV,+,1082717,1083212
YOR394C-A,chrXV,-,1084201,1084369
YOR396W,chrXV,+,1085472,1090863
YOR396C-A,chrXV,-,1090014,1090497
YPL283C,chrXVI,-,279,6007
YPL283W-B,chrXVI,+,642,1125
YPL283W-A,chrXVI,+,1425,2001
YPL282C,chrXVI,-,7932,8427
YPL281C,chrXVI,-,9556,10870
YPL280W,chrXVI,+,11886,12600
YPL279C,chrXVI,-,13227,14355
YPL278C,chrXVI,-,15052,15355
YPL277C,chrXVI,-,15404,16868
YPL276W,chrXVI,+,17947,18385
YPL275W,chrXVI,+,18368,19079
YPL274W,chrXVI,+,22937,24701
YPL273W,chrXVI,+,25086,26064
YPL272C,chrXVI,-,26610,28164
YPL271W,chrXVI,+,30078,30267
YPL270W,chrXVI,+,30481,32803
YPL269W,chrXVI,+,33012,34947
YPL268W,chrXVI,+,35235,37845
YPL267W,chrXVI,+,38168,38798
YPL266W,chrXVI,+,39120,40077
YPL265W,chrXVI,+,41042,42869
YPL264C,chrXVI,-,43282,44344
YPL263C,chrXVI,-,44550,46506
YPL262W,chrXVI,+,47335,48802
YPL261C,chrXVI,-,48995,49304
YPL260W,chrXVI,+,49302,50958
YPL259C,chrXVI,-,51243,52671
YPL258C,chrXVI,-,53497,55153
tW(CCA)P,chrXVI,-,56168,56274
YPL257W-B,chrXVI,+,56747,62016
YPL257W-A,chrXVI,+,56747,58070
YPL257W,chrXVI,+,63278,63860
YPL256C,chrXVI,-,64976,66614
YPL255W,chrXVI,+,67724,68882
YPL254W,chrXVI,+,69484,70951
YPL253C,chrXVI,-,71062,73006
YPL252C,chrXVI,-,73362,73881
YPL251W,chrXVI,+,73624,73927
YPL250C,chrXVI,-,74308,74719
YPL249C-A,chrXVI,-,75698,76239
YPL250W-A,chrXVI,+,75701,75989
YPL249C,chrXVI,-,76668,79353
YPL248C,chrXVI,-,79710,82356
YPL247C,chrXVI,-,82624,84196
YPL246C,chrXVI,-,84508,85297
YPL245W,chrXVI,+,85585,86950
YPL244C,chrXVI,-,87013,88033
YPL243W,chrXVI,+,88516,90316
YPL242C,chrXVI,-,90621,95109
YPL241C,chrXVI,-,95371,96258
YPL240C,chrXVI,-,96495,98625
YPL239W,chrXVI,+,99483,100086
YPL238C,chrXVI,-,100473,100863
YPL237W,chrXVI,+,100495,101353
YPL236C,chrXVI,-,101607,102702
YPL235W,chrXVI,+,103231,104647
YPL234C,chrXVI,-,104945,105440
YPL233W,chrXVI,+,106171,106822
YPL232W,chrXVI,+,107274,108147
YPL231W,chrXVI,+,108651,114315
YPL230W,chrXVI,+,115311,116487
YPL229W,chrXVI,+,117066,117687
YPL228W,chrXVI,+,118381,120031
YPL227C,chrXVI,-,120162,121167
YPL226W,chrXVI,+,121766,125357
YPL225W,chrXVI,+,126005,126446
YPL224C,chrXVI,-,126633,128088
YPL223C,chrXVI,-,128631,129138
YPL222W,chrXVI,+,130161,132228
YPL222C-A,chrXVI,-,131869,132115
YPL221W,chrXVI,+,133042,135424
YPL220W,chrXVI,+,135789,136443
YPL219W,chrXVI,+,136749,138228
YPL218W,chrXVI,+,138697,139409
YPL217C,chrXVI,-,139619,143171
YPL216W,chrXVI,+,143820,147129
YPL215W,chrXVI,+,147415,148423
YPL214C,chrXVI,-,148568,150191
YPL213W,chrXVI,+,150613,151330
YPL212C,chrXVI,-,151514,153149
YPL211W,chrXVI,+,153494,154040
YPL210C,chrXVI,-,154289,156212
YPL209C,chrXVI,-,156489,157593
YPL208W,chrXVI,+,157841,159593
YPL207W,chrXVI,+,159908,162341
YPL206C,chrXVI,-,162631,163597
YPL205C,chrXVI,-,163921,164266
YPL204W,chrXVI,+,164275,165760
YPL203W,chrXVI,+,166255,167398
YPL202C,chrXVI,-,168087,169338
YPL201C,chrXVI,-,169769,171155
YPL200W,chrXVI,+,171483,171954
YPL199C,chrXVI,-,172032,172755
YPL198W,chrXVI,+,173151,174702
snR59,chrXVI,+,173826,173904
YPL197C,chrXVI,-,174342,174756
YPL196W,chrXVI,+,175042,175864
YPL195W,chrXVI,+,176222,179021
YPL194W,chrXVI,+,179276,181115
YPL193W,chrXVI,+,181402,182548
YPL192C,chrXVI,-,182654,183056
YPL191C,chrXVI,-,183596,184679
YPL190C,chrXVI,-,185316,187725
YPL189C-A,chrXVI,-,188306,188513
YPL189W,chrXVI,+,189153,190983
YPL188W,chrXVI,+,191405,192650
YPL187W,chrXVI,+,193647,194145
YPL186C,chrXVI,-,194511,195426
YPL185W,chrXVI,+,195252,195648
YPL184C,chrXVI,-,195949,197788
YPL183W-A,chrXVI,+,199094,199376
YPL183C,chrXVI,-,199494,202536
YPL182C,chrXVI,-,203305,203689
YPL181W,chrXVI,+,203420,204941
YPL180W,chrXVI,+,205247,207647
YPL179W,chrXVI,+,208156,209806
tE(UUC)P,chrXVI,-,210191,210263
YPL178W,chrXVI,+,212157,212784
YPL177C,chrXVI,-,213041,213962
YPL176C,chrXVI,-,216011,218363
YPL175W,chrXVI,+,218629,220088
YPL174C,chrXVI,-,220166,222773
YPL173W,chrXVI,+,223142,224036
YPL172C,chrXVI,-,224352,225741
YPL171C,chrXVI,-,226168,227371
YPL170W,chrXVI,+,228313,228772
YPL169C,chrXVI,-,229038,230838
YPL168W,chrXVI,+,231216,232509
YPL167C,chrXVI,-,232592,237107
YPL166W,chrXVI,+,237337,237979
YPL165C,chrXVI,-,237955,239077
YPL164C,chrXVI,-,239349,241497
YPL163C,chrXVI,-,241917,242700
YPL162C,chrXVI,-,243205,244027
YPL161C,chrXVI,-,244318,246220
YPL160W,chrXVI,+,246989,250262
YPL159C,chrXVI,-,250906,251668
YPL158C,chrXVI,-,252033,254310
YPL157W,chrXVI,+,254813,255761
YPL156C,chrXVI,-,255912,256767
YPL155C,chrXVI,-,257215,259336
YPL154C,chrXVI,-,259713,260931
YPL153C,chrXVI,-,261726,264192
YPL152W-A,chrXVI,+,264601,264700
YPL152W,chrXVI,+,265027,266104
YPL151C,chrXVI,-,266179,267535
YPL150W,chrXVI,+,268187,270893
YPL149W,chrXVI,+,271309,272194
YPL148C,chrXVI,-,272293,272815
YPL147W,chrXVI,+,273254,275867
YPL146C,chrXVI,-,276161,277529
YPL145C,chrXVI,-,278394,279699
YPL144W,chrXVI,+,280479,280926
snR17b,chrXVI,-,281055,281517
YPL143W,chrXVI,+,282121,282970
YPL142C,chrXVI,-,282685,283003
YPL141C,chrXVI,-,283463,286061
YPL140C,chrXVI,-,287513,289034
YPL139C,chrXVI,-,289668,291051
YPL138C,chrXVI,-,291365,292427
YPL137C,chrXVI,-,292816,296647
YPL136W,chrXVI,+,296285,296654
YPL135W,chrXVI,+,297552,298050
YPL135C-A,chrXVI,-,297677,297851
YPL134C,chrXVI,-,298570,299503
YPL133C,chrXVI,-,299887,301228
YPL132W,chrXVI,+,301715,302618
YPL131W,chrXVI,+,303120,304014
YPL130W,chrXVI,+,304386,305058
YPL129W,chrXVI,+,305297,306137
YPL128C,chrXVI,-,306532,308221
YPL127C,chrXVI,-,308827,309604
YPL126W,chrXVI,+,310209,312900
YPL125W,chrXVI,+,313387,316486
YPL124W,chrXVI,+,316754,317516
YPL123C,chrXVI,-,317640,318945
YPL122C,chrXVI,-,319225,320767
YPL121C,chrXVI,-,320961,321630
YPL120W,chrXVI,+,322070,323744
YPL119C-A,chrXVI,-,324023,324287
YPL119C,chrXVI,-,324410,326264
YPL118W,chrXVI,+,326627,327662
YPL117C,chrXVI,-,327863,328730
YPL116W,chrXVI,+,329605,331699
YPL115C,chrXVI,-,332099,335486
YPL114W,chrXVI,+,335947,336367
YPL113C,chrXVI,-,335952,337143
YPL112C,chrXVI,-,337435,338620
tM(CAU)P,chrXVI,-,338847,338919
YPL111W,chrXVI,+,339943,340945
YPL110C,chrXVI,-,341067,344739
YPL109C,chrXVI,-,345263,347389
YPL108W,chrXVI,+,348445,348952
YPL107W,chrXVI,+,349118,349865
YPL106C,chrXVI,-,350193,352275
YPL105C,chrXVI,-,352862,355412
YPL104W,chrXVI,+,355699,357676
YPL103C,chrXVI,-,357999,359406
YPL102C,chrXVI,-,360002,360305
YPL101W,chrXVI,+,360208,361579
YPL100W,chrXVI,+,361871,363362
YPL099C,chrXVI,-,363519,364068
YPL098C,chrXVI,-,364385,364727
YPL097W,chrXVI,+,364951,366430
YPL096C-A,chrXVI,-,366528,366735
YPL096W,chrXVI,+,366926,368018
YPL095C,chrXVI,-,368070,369441
YPL094C,chrXVI,-,369838,370663
YPL093W,chrXVI,+,370977,372921
YPL092W,chrXVI,+,373792,375169
YPL091W,chrXVI,+,375501,376953
YPL090C,chrXVI,-,377290,378395
YPL089C,chrXVI,-,379119,381150
YPL088W,chrXVI,+,381964,382993
YPL087W,chrXVI,+,383454,384408
YPL086C,chrXVI,-,384772,386446
YPL085W,chrXVI,+,387066,393654
YPL084W,chrXVI,+,394037,396572
YPL083C,chrXVI,-,396701,398105
YPL082C,chrXVI,-,398479,404083
YPL081W,chrXVI,+,404949,406044
YPL080C,chrXVI,-,406171,406498
YPL079W,chrXVI,+,406635,407539
YPL078C,chrXVI,-,408009,408744
YPL077C,chrXVI,-,409367,410090
YPL076W,chrXVI,+,410442,411285
YPL075W,chrXVI,+,412253,415362
YPL074W,chrXVI,+,415762,418027
YPL073C,chrXVI,-,418498,418984
YPL072W,chrXVI,+,418511,420011
YPL071C,chrXVI,-,420047,420518
YPL070W,chrXVI,+,420947,422786
YPL069C,chrXVI,-,422884,423892
YPL068C,chrXVI,-,424214,425096
YPL067C,chrXVI,-,425250,425847
YPL066W,chrXVI,+,426232,427672
YPL065W,chrXVI,+,427926,428655
YPL064C,chrXVI,-,428710,429616
YPL063W,chrXVI,+,429938,431369
YPL062W,chrXVI,+,431894,432299
YPL061W,chrXVI,+,432587,434090
YPL060W,chrXVI,+,434522,435764
tC(GCA)P1,chrXVI,-,435892,435964
YPL060C-A,chrXVI,-,439427,442742
YPL059W,chrXVI,+,444578,445031
YPL058C,chrXVI,-,445841,450377
YPL057C,chrXVI,-,451908,453057
YPL056C,chrXVI,-,453429,453735
YPL055C,chrXVI,-,453991,454990
YPL054W,chrXVI,+,455758,456664
YPL053C,chrXVI,-,457117,458458
YPL052W,chrXVI,+,458798,459678
YPL051W,chrXVI,+,459962,460559
YPL050C,chrXVI,-,460778,461966
YPL049C,chrXVI,-,462480,463839
YPL048W,chrXVI,+,464400,465648
YPL047W,chrXVI,+,465961,466261
YPL046C,chrXVI,-,466643,466943
YPL045W,chrXVI,+,467259,469656
YPL044C,chrXVI,-,469925,470474
YPL043W,chrXVI,+,469938,471996
YPL042C,chrXVI,-,473039,474707
YPL041C,chrXVI,-,475117,475741
YPL040C,chrXVI,-,475992,479001
YPL039W,chrXVI,+,479224,480175
YPL038W-A,chrXVI,+,480181,480373
YPL038W,chrXVI,+,480534,481068
YPL037C,chrXVI,-,481427,481901
YPL036W,chrXVI,+,482842,485686
YPL035C,chrXVI,-,486563,486911
YPL034W,chrXVI,+,486711,487209
YPL033C,chrXVI,-,487361,488207
YPL032C,chrXVI,-,488886,491364
YPL031C,chrXVI,-,492017,493037
YPL030W,chrXVI,+,493542,495246
YPL029W,chrXVI,+,495505,497719
YPL028W,chrXVI,+,498095,499292
YPL027W,chrXVI,+,499664,500402
YPL026C,chrXVI,-,500674,502183
YPL025C,chrXVI,-,502472,503030
YPL024W,chrXVI,+,503516,504242
YPL023C,chrXVI,-,504338,506312
YPL022W,chrXVI,+,506696,509999
YPL021W,chrXVI,+,511100,511664
YPL020C,chrXVI,-,512312,514178
YPL019C,chrXVI,-,514510,517018
YPL018W,chrXVI,+,517650,518760
YPL017C,chrXVI,-,518733,520233
YPL016W,chrXVI,+,521013,524958
YPL015C,chrXVI,-,525809,526883
YPL014W,chrXVI,+,527546,528692
YPL013C,chrXVI,-,528984,529350
YPL012W,chrXVI,+,529722,533409
YPL011C,chrXVI,-,533641,534703
YPL010W,chrXVI,+,535017,535587
YPL009C,chrXVI,-,535819,538936
YPL008W,chrXVI,+,539384,541970
YPL007C,chrXVI,-,542081,543848
YPL006W,chrXVI,+,544630,548143
YPL005W,chrXVI,+,548485,550306
YPL004C,chrXVI,-,550631,551657
YPL003W,chrXVI,+,552019,553408
YPL002C,chrXVI,-,553626,554328
YPL001W,chrXVI,+,554604,555729
YPR001W,chrXVI,+,556376,557837
YPR002W,chrXVI,+,558384,559935
tF(GAA)P1,chrXVI,-,560197,560289
YPR002C-A,chrXVI,-,560568,560766
YPR003C,chrXVI,-,561503,563768
YPR004C,chrXVI,-,564006,565041
YPR005C,chrXVI,-,565786,566671
YPR006C,chrXVI,-,567268,568996
YPR007C,chrXVI,-,569335,571378
tG(GCC)P1,chrXVI,+,572268,572339
YPR008W,chrXVI,+,573017,575102
YPR009W,chrXVI,+,576551,577358
YPR010C,chrXVI,-,577584,581196
tK(CUU)P,chrXVI,+,582061,582134
YPR010C-A,chrXVI,-,582372,582734
YPR011C,chrXVI,-,583061,584042
YPR012W,chrXVI,+,584308,584563
YPR013C,chrXVI,-,584631,585585
YPR014C,chrXVI,-,587188,587518
YPR015C,chrXVI,-,590282,591026
YPR016C,chrXVI,-,592331,593069
YPR016W-A,chrXVI,+,593095,593356
YPR017C,chrXVI,-,593485,593917
YPR018W,chrXVI,+,594475,596296
YPR019W,chrXVI,+,596749,599551
YPR020W,chrXVI,+,599869,600217
YPR021C,chrXVI,-,600648,603357
YPR022C,chrXVI,-,603910,607312
YPR023C,chrXVI,-,608825,610031
YPR024W,chrXVI,+,610480,612724
YPR025C,chrXVI,-,613376,614558
YPR026W,chrXVI,+,615378,619014
YPR027C,chrXVI,-,620424,621258
tF(GAA)P2,chrXVI,-,622539,622631
YPR028W,chrXVI,+,623526,624202
YPR029C,chrXVI,-,624468,626967
YPR030W,chrXVI,+,627879,631245
YPR031W,chrXVI,+,631514,633761
YPR032W,chrXVI,+,634122,637224
YPR033C,chrXVI,-,637378,639019
YPR034W,chrXVI,+,639524,640958
YPR035W,chrXVI,+,642207,643320
YPR036W,chrXVI,+,643835,645272
YPR036W-A,chrXVI,+,645949,646153
YPR037C,chrXVI,-,646447,647038
YPR038W,chrXVI,+,646835,647195
YPR039W,chrXVI,+,647011,647347
YPR040W,chrXVI,+,647304,648375
YPR041W,chrXVI,+,648703,649921
YPR042C,chrXVI,-,650434,653662
YPR043W,chrXVI,+,654165,654847
YPR044C,chrXVI,-,654523,654877
YPR045C,chrXVI,-,655139,656552
YPR046W,chrXVI,+,656798,657344
YPR047W,chrXVI,+,657528,658938
YPR048W,chrXVI,+,659181,661053
YPR049C,chrXVI,-,661136,664673
YPR050C,chrXVI,-,664952,665366
YPR051W,chrXVI,+,664959,665490
YPR052C,chrXVI,-,665692,665974
YPR053C,chrXVI,-,665787,666243
YPR054W,chrXVI,+,666279,667446
YPR055W,chrXVI,+,667675,670873
YPR056W,chrXVI,+,671125,672142
YPR057W,chrXVI,+,672470,673496
YPR058W,chrXVI,+,673750,674674
YPR059C,chrXVI,-,674313,674700
YPR060C,chrXVI,-,674860,675631
YPR061C,chrXVI,-,675976,676882
YPR062W,chrXVI,+,677164,677641
YPR063C,chrXVI,-,677811,678320
YPR064W,chrXVI,+,678950,679370
YPR065W,chrXVI,+,679692,680799
YPR066W,chrXVI,+,681212,682112
YPR067W,chrXVI,+,682219,682777
YPR068C,chrXVI,-,682940,684353
YPR069C,chrXVI,-,684555,685437
YPR070W,chrXVI,+,685897,687598
YPR071W,chrXVI,+,688171,688807
tS(UGA)P,chrXVI,+,689564,689646
YPR072W,chrXVI,+,690106,691789
YPR073C,chrXVI,-,691932,692418
YPR074C,chrXVI,-,692795,694838
YPR074W-A,chrXVI,+,695017,695188
YPR075C,chrXVI,-,695736,696819
YPR076W,chrXVI,+,696475,696850
YPR077C,chrXVI,-,697130,697502
YPR078C,chrXVI,-,697146,698265
YPR079W,chrXVI,+,698868,700014
YPR080W,chrXVI,+,700593,701970
YPR081C,chrXVI,-,702113,703970
YPR082C,chrXVI,-,704224,704656
YPR083W,chrXVI,+,704853,706593
YPR084W,chrXVI,+,706971,708342
YPR085C,chrXVI,-,708496,709828
YPR086W,chrXVI,+,710100,711138
YPR087W,chrXVI,+,711353,711674
YPR088C,chrXVI,-,711402,713028
YPR089W,chrXVI,+,713274,715941
YPR091C,chrXVI,-,716155,718468
YPR092W,chrXVI,+,718378,718684
snR51,chrXVI,-,718699,718806
snR70,chrXVI,-,718886,719050
snR41,chrXVI,-,719147,719242
YPR093C,chrXVI,-,719557,720424
YPR094W,chrXVI,+,720636,720960
YPR095C,chrXVI,-,721036,724717
YPR096C,chrXVI,-,724841,725144
YPR097W,chrXVI,+,725393,728615
YPR098C,chrXVI,-,728946,729528
YPR099C,chrXVI,-,729756,730113
YPR100W,chrXVI,+,729790,730213
