ENSG,chromosome,orientation,gname,start,end
ENSG00000167580,chr12,+,AQP2,49950741,49958881
ENSG00000187801,chr1,+,ZFP69B,40450102,40463718
ENSG00000204195,chrX,+,AWAT1,70234655,70240627
ENSG00000173200,chr3,+,PARP15,122577602,122639047
ENSG00000197093,chr7,-,GAL3ST4,100159244,100168750
ENSG00000161911,chr6,-,TREML1,41149342,41154337
ENSG00000275410,chr17,-,HNF1B,37686432,37745247
ENSG00000080644,chr15,-,CHRNA3,78593052,78621295
ENSG00000176340,chr11,+,COX8A,63974607,63976543
ENSG00000129862,chrY,+,VCY1B,14056217,14056958
ENSG00000139200,chr12,-,PIANP,6693792,6700800
ENSG00000165943,chr14,-,MOAP1,93182196,93184928
ENSG00000151779,chr2,-,NBAS,15166909,15561330
ENSG00000118420,chr6,-,UBE3D,82892398,83065841
ENSG00000234745,chr6,-,HLA-B,31353872,31357188
ENSG00000145041,chr3,-,VPRBP,51395867,51500002
ENSG00000073008,chr19,+,PVR,44643798,44663583
ENSG00000235268,chr11,+,KDM4E,95025258,95027596
ENSG00000198876,chr9,-,DCAF12,34086387,34127399
ENSG00000009765,chr6,+,IYD,150368892,150405969
ENSG00000113441,chr5,+,LNPEP,96935394,97037515
ENSG00000134644,chr1,-,PUM1,30931506,31065991
ENSG00000256671,chr2,-,LIMS3L,110446640,110473075
ENSG00000100104,chr22,+,SRRD,26483877,26494658
ENSG00000175315,chr11,+,CST6,66011841,66013505
ENSG00000257315,chr1,+,ZBED6,203796309,203800558
ENSG00000182749,chr1,-,PAQR7,25861210,25871253
ENSG00000221962,chr3,-,TMEM14EP,152340527,152340904
ENSG00000205423,chr16,+,CNEP1R1,50024410,50037088
ENSG00000158764,chr1,-,ITLN2,160945025,160954799
ENSG00000163817,chr3,-,SLC6A20,45755450,45796535
ENSG00000018869,chr19,-,ZNF582,56375846,56393545
ENSG00000112276,chr6,-,BVES,105096822,105137174
ENSG00000196470,chr16,-,SIAH1,48356364,48448402
ENSG00000196954,chr11,-,CASP4,104942866,104969436
ENSG00000151208,chr10,-,DLG5,77790791,77926526
ENSG00000167634,chr19,-,NLRP7,54923509,54966312
ENSG00000185272,chr21,+,RBM11,14216130,14228372
ENSG00000133256,chr4,+,PDE6B,625584,670782
ENSG00000110900,chr12,+,TSPAN11,30926428,30996599
ENSG00000222047,chr10,-,C10orf55,73909969,73922777
ENSG00000186806,chr19,-,VSIG10L,51331536,51342124
ENSG00000114650,chr3,-,SCAP,47413694,47477126
ENSG00000024422,chr19,+,EHD2,47713343,47743134
ENSG00000183741,chr22,-,CBX6,38861450,38872314
ENSG00000170832,chr17,-,USP32,60179094,60422470
ENSG00000163263,chr1,-,C1orf189,154199372,154206333
ENSG00000180573,chr6,+,HIST1H2AC,26124145,26139116
ENSG00000124299,chr19,-,PEPD,33386950,33521794
ENSG00000114654,chr3,+,EFCC1,129001629,129040742
ENSG00000134313,chr2,-,KIDINS220,8725278,8837630
ENSG00000143155,chr1,+,TIPRL,168178933,168202114
ENSG00000170234,chr5,-,PWWP2A,160061801,160119423
ENSG00000187475,chr6,-,HIST1H1T,26107419,26108136
ENSG00000168564,chr4,+,CDKN2AIP,183444591,183448198
ENSG00000126500,chr11,+,FLRT1,64103188,64119173
ENSG00000103264,chr16,-,FBXO31,87326987,87392142
ENSG00000185338,chr16,-,SOCS1,11254405,11256179
ENSG00000100577,chr14,+,GSTZ1,77320884,77331597
ENSG00000104432,chr8,-,IL7,78675743,78805523
ENSG00000122304,chr16,-,PRM2,11275639,11276480
ENSG00000204538,chr6,-,PSORS1C2,31137536,31139350
ENSG00000177469,chr17,-,PTRF,42402452,42423517
ENSG00000204539,chr6,-,CDSN,31115090,31120446
ENSG00000157404,chr4,+,KIT,54657918,54740715
ENSG00000188785,chr19,+,ZNF548,57389850,57402992
ENSG00000125967,chr20,-,NECAB3,33657087,33674463
ENSG00000100865,chr14,-,CINP,102341102,102362916
ENSG00000147571,chr8,-,CRH,66176382,66178725
ENSG00000137133,chr9,-,HINT2,35812960,35815354
ENSG00000184908,chr1,+,CLCNKB,16043736,16057308
ENSG00000087842,chrX,-,PIR,15384799,15493564
ENSG00000126261,chr19,+,UBA2,34428352,34471251
ENSG00000177023,chr8,-,DEFB104B,7470308,7475082
ENSG00000167272,chr12,-,POP5,120578764,120581398
ENSG00000204444,chr6,+,APOM,31652416,31658210
ENSG00000159871,chr19,-,LYPD5,43795929,43827206
ENSG00000147082,chrX,+,CCNB3,50202713,50351910
ENSG00000214046,chr19,-,SMIM7,16630751,16660442
ENSG00000136802,chr9,+,LRRC8A,128882112,128918039
ENSG00000187082,chr8,-,DEFB106B,7482504,7486400
ENSG00000167972,chr16,-,ABCA3,2275881,2340746
ENSG00000135845,chr1,-,PIGC,172370189,172444086
ENSG00000131174,chrX,+,COX7B,77899438,77907373
ENSG00000186599,chr8,+,DEFB105B,7487669,7489593
ENSG00000168828,chr9,-,OR13J1,35869263,35870601
ENSG00000170262,chr21,+,MRAP,32291813,32314784
ENSG00000185112,chr3,+,FAM43A,194686544,194689037
ENSG00000174456,chr12,-,C12orf76,110027028,110073686
ENSG00000196196,chr9,+,HRCT1,35906192,35907141
ENSG00000189319,chr10,-,FAM53B,124619292,124744269
ENSG00000175646,chr16,-,PRM1,11280836,11281350
ENSG00000110851,chr12,-,PRDM4,107732866,107761272
ENSG00000136045,chr12,+,PWP1,107685732,107713167
ENSG00000204540,chr6,+,PSORS1C1,31114750,31140092
ENSG00000181788,chr3,-,SIAH2,150741127,150763477
ENSG00000198129,chr8,+,DEFB107B,7495846,7509311
ENSG00000154813,chr3,-,DPH3,16257978,16264972
ENSG00000197172,chrX,-,MAGEA6,152766136,152769747
ENSG00000255251,chr8,+,PRR23D1,7539628,7542450
ENSG00000166337,chr11,-,TAF10,6606296,6612667
ENSG00000135829,chr1,+,DHX9,182839369,182887751
ENSG00000171097,chr9,-,CCBL1,128832942,128882494
ENSG00000134376,chr1,+,CRB1,197268204,197478455
ENSG00000127054,chr1,-,CPSF3L,1311585,1324691
ENSG00000128228,chr22,+,SDF2L1,21642261,21644298
ENSG00000165716,chr9,+,FAM69B,136712570,136724050
ENSG00000137251,chr6,+,TINAG,54307859,54390152
ENSG00000143384,chr1,-,MCL1,150574551,150579738
ENSG00000143127,chr1,-,ITGA10,145891208,145910189
ENSG00000179299,chr4,+,NSUN7,40749897,40809985
ENSG00000153266,chr3,-,FEZF2,62369681,62374324
ENSG00000168268,chr3,-,NT5DC2,52524385,52535054
ENSG00000223802,chr19,-,CERS1,18868545,18896727
ENSG00000142867,chr1,-,BCL10,85266248,85277090
ENSG00000028203,chr12,+,VEZT,95217746,95302790
ENSG00000156097,chr1,+,GPR61,109539872,109548406
ENSG00000150401,chr13,-,DCUN1D2,113455819,113490952
ENSG00000114480,chr3,-,GBE1,81489699,81762161
ENSG00000175274,chr11,-,TP53I11,44885903,44951306
ENSG00000141744,chr17,+,PNMT,39667981,39670475
ENSG00000164841,chr8,-,TMEM74,108606850,108787615
ENSG00000018280,chr2,+,SLC11A1,218382029,218396894
ENSG00000135083,chr5,-,CCNJL,160251652,160345396
ENSG00000176979,chr4,+,TRIM60,165031953,165041744
ENSG00000131747,chr17,-,TOP2A,40388516,40417950
ENSG00000089053,chr12,-,ANAPC5,121308245,121399896
ENSG00000268606,chrX,-,MAGEA2,152749863,152753884
ENSG00000172007,chr4,+,RAB33B,139453232,139476609
ENSG00000067560,chr3,-,RHOA,49359145,49412998
ENSG00000129159,chr11,+,KCNC1,17734812,17783055
ENSG00000251369,chr19,-,ZNF550,57535257,57559863
ENSG00000143257,chr1,-,NR1I3,161229666,161238302
ENSG00000122859,chr10,-,NEUROG3,69571698,69573238
ENSG00000141295,chr17,-,SCRN2,47837692,47841333
ENSG00000140798,chr16,-,ABCC12,48082973,48156018
ENSG00000163931,chr3,-,TKT,53224707,53256052
ENSG00000196503,chr4,+,ARL9,56505343,56524448
ENSG00000203791,chr10,-,METTL10,124748149,124791870
ENSG00000163646,chr3,-,CLRN1,150926163,150972999
ENSG00000102854,chr16,+,MSLN,643262,768865
ENSG00000221818,chr8,-,EBF2,25841730,26045397
ENSG00000082438,chr2,-,COBLL1,164653624,164843679
ENSG00000132485,chr1,-,ZRANB2,71063291,71081297
ENSG00000127318,chr12,-,IL22,68248242,68253607
ENSG00000137463,chr4,-,MGARP,139266163,139280338
ENSG00000164318,chr5,+,EGFLAM,38258409,38465021
ENSG00000137103,chr9,+,TMEM8B,35814451,35854847
ENSG00000117859,chr1,+,OSBPL9,51577179,51798427
ENSG00000137124,chr9,+,ALDH1B1,38392664,38398661
ENSG00000156671,chr10,+,SAMD8,75099586,75182123
ENSG00000120029,chr10,-,C10orf76,101845599,102056193
ENSG00000203867,chr10,+,RBM20,110644397,110839469
ENSG00000249693,chr4,+,THEGL,56530609,56603507
ENSG00000155749,chr2,-,ALS2CR12,201288271,201357398
ENSG00000071967,chr2,+,CYBRD1,171522247,171558133
ENSG00000119965,chr10,-,C10orf88,122930903,122954403
ENSG00000124201,chr20,-,ZNFX1,49237946,49278426
ENSG00000179988,chr10,+,PSTK,122954381,122997513
ENSG00000095574,chr10,-,IKZF5,122990806,123008817
ENSG00000182324,chr19,+,KCNJ14,48455509,48466980
ENSG00000079393,chr10,-,DUSP13,75094432,75109221
ENSG00000173262,chr12,-,SLC2A14,7812512,7891148
ENSG00000105447,chr19,+,GRWD1,48445773,48457022
ENSG00000176953,chr16,+,NFATC2IP,28950807,28967097
ENSG00000130283,chr19,-,GDF1,18868545,18896096
ENSG00000149021,chr11,+,SCGB1A1,62405103,62423195
ENSG00000105443,chr19,+,CYTH2,48469032,48482314
ENSG00000267508,chr19,-,ZNF285,44382298,44401608
ENSG00000185963,chr9,-,BICD2,92711363,92764812
ENSG00000121769,chr1,-,FABP3,31365625,31376850
ENSG00000177291,chr10,+,GJD4,35605410,35608935
ENSG00000143786,chr1,+,CNIH3,224434660,224740549
ENSG00000177283,chr10,-,FZD8,35638249,35642278
ENSG00000162669,chr1,-,HFM1,91260766,91404869
ENSG00000112319,chr6,+,EYA4,133240598,133532120
ENSG00000181789,chr3,+,COPG1,129249606,129277773
ENSG00000277322,chr15,-,GOLGA6L6,20531856,20541800
ENSG00000204595,chr19,+,DPRX,53632056,53637009
ENSG00000117480,chr1,+,FAAH,46394265,46413848
ENSG00000070214,chr9,+,SLC44A1,105244622,105439171
ENSG00000160789,chr1,+,LMNA,156082573,156140089
ENSG00000055609,chr7,-,KMT2C,152134922,152436005
ENSG00000040633,chr17,-,PHF23,7235028,7239722
ENSG00000117523,chr1,+,PRRC2C,171485551,171593511
ENSG00000156983,chr3,+,BRPF1,9731729,9748018
ENSG00000153012,chr4,-,LGI2,24998847,25030879
ENSG00000136052,chr12,-,SLC41A2,104802553,104958744
ENSG00000103423,chr16,+,DNAJA3,4425805,4456775
ENSG00000162402,chr1,-,USP24,55066359,55215113
ENSG00000149658,chr20,-,YTHDF1,63195429,63216234
ENSG00000123338,chr12,+,NCKAP1L,54497711,54548238
ENSG00000109390,chr4,-,NDUFC1,139266880,139302551
ENSG00000197019,chr19,-,SERTAD1,40421592,40426025
ENSG00000266412,chr10,-,NCOA4,46005088,46030714
ENSG00000154007,chr1,-,ASB17,75918873,75932431
ENSG00000162910,chr1,-,MRPL55,228106679,228109312
ENSG00000172201,chr6,+,ID4,19837386,19840684
ENSG00000130052,chrX,+,STARD8,68647666,68725842
ENSG00000062370,chr19,-,ZNF112,44326555,44367217
ENSG00000158882,chr1,+,TOMM40L,161225939,161230744
ENSG00000100228,chr22,+,RAB36,23145326,23164350
ENSG00000184232,chr11,+,OAF,120210767,120230332
ENSG00000160703,chr11,+,NLRX1,119166568,119184016
ENSG00000206579,chr8,+,XKR4,55102389,55542054
ENSG00000116212,chr1,+,LRRC42,53946077,53968168
ENSG00000111554,chr12,-,MDM1,68272443,68332381
ENSG00000100804,chr14,-,PSMB5,23016543,23035230
ENSG00000213516,chr1,-,RBMXL1,88979456,88992960
ENSG00000176101,chr9,+,SSNA1,137188647,137190370
ENSG00000176248,chr9,-,ANAPC2,137174784,137188549
ENSG00000240065,chr6,+,PSMB9,32844136,32859585
ENSG00000065413,chr2,-,ANKRD44,196967017,197311173
ENSG00000145022,chr3,+,TCTA,49412206,49416475
ENSG00000141738,chr17,+,GRB7,39737927,39747291
ENSG00000121903,chr1,+,ZSCAN20,33472645,33496507
ENSG00000168528,chr1,+,SERINC2,31409565,31434680
ENSG00000148396,chr9,-,SEC16A,136440096,136483759
ENSG00000155659,chrX,-,VSIG4,66021738,66040125
ENSG00000137944,chr1,-,CCBL2,88935773,88992953
ENSG00000187713,chr9,-,TMEM203,137204082,137205638
ENSG00000113504,chr5,-,SLC12A7,1050376,1112035
ENSG00000176058,chr9,-,TPRN,137191617,137204193
ENSG00000243232,chr5,+,PCDHAC2,140966235,141012344
ENSG00000205795,chr2,-,CYS1,10056780,10080944
ENSG00000101577,chr18,-,LPIN2,2916994,3013315
ENSG00000143545,chr1,-,RAB13,153981617,153986358
ENSG00000115526,chr2,-,CHST10,100391860,100417656
ENSG00000168685,chr5,+,IL7R,35852695,35879603
ENSG00000269855,chr19,+,RNF225,58396090,58397079
ENSG00000162601,chr1,-,MYSM1,58654739,58700092
ENSG00000188566,chr9,+,NDOR1,137205670,137217009
ENSG00000183765,chr22,-,CHEK2,28687743,28742422
ENSG00000278318,chr19,-,ZNF229,44417519,44448578
ENSG00000109466,chr4,+,KLHL2,165207618,165323156
ENSG00000143374,chr1,+,TARS2,150487364,150507609
ENSG00000104856,chr19,+,RELB,45001430,45038198
ENSG00000143157,chr1,+,POGK,166839447,166856344
ENSG00000164134,chr4,+,NAA15,139301455,139420033
ENSG00000104427,chr8,+,ZC2HC1A,78666047,78719765
ENSG00000009830,chr14,-,POMT2,77274956,77320884
ENSG00000152377,chr5,-,SPOCK1,136975298,137598379
ENSG00000153904,chr1,-,DDAH1,85318481,85578363
ENSG00000079257,chr3,-,LXN,158645822,158672693
ENSG00000111358,chr12,+,GTF2H3,123633739,123662606
ENSG00000001617,chr3,+,SEMA3F,50155045,50189075
ENSG00000102871,chr16,-,TRADD,67154180,67160298
ENSG00000152382,chr1,-,TADA1,166856510,166876327
ENSG00000228300,chr19,+,C19orf24,1275438,1279249
ENSG00000155085,chr6,-,AK9,109492856,109691217
ENSG00000198879,chr10,-,SFMBT2,7158624,7411486
ENSG00000168394,chr6,-,TAP1,32845209,32853978
ENSG00000212864,chr9,-,RNF208,137220247,137221581
ENSG00000197191,chr9,+,CYSRT1,137224635,137226311
ENSG00000163918,chr3,-,RFC4,186789880,186807058
ENSG00000233198,chr9,+,RNF224,137227271,137229638
ENSG00000162458,chr1,+,FBLIM1,15756607,15786594
ENSG00000204967,chr5,+,PCDHA4,140806929,141012344
ENSG00000170312,chr10,+,CDK1,60778331,60794852
ENSG00000148513,chr10,+,ANKRD30A,37125788,37384111
ENSG00000137267,chr6,-,TUBB2A,3153669,3157526
ENSG00000198569,chr9,+,SLC34A3,137230757,137236554
ENSG00000066322,chr1,-,ELOVL1,43363397,43368074
ENSG00000188229,chr9,+,TUBB4B,137241213,137243707
ENSG00000204961,chr5,+,PCDHA9,140847463,141012344
ENSG00000188163,chr9,-,FAM166A,137243584,137247770
ENSG00000169957,chr16,-,ZNF768,30524001,30526821
ENSG00000157060,chr1,-,SHCBP1L,182899865,182953525
ENSG00000204969,chr5,+,PCDHA2,140794852,141012344
ENSG00000197768,chr9,+,C9orf173,137251261,137253483
ENSG00000137709,chr11,+,POU2F3,120236640,120319944
ENSG00000005339,chr16,-,CREBBP,3725054,3880726
ENSG00000106066,chr7,-,CPVL,28995231,29195451
ENSG00000111361,chr12,-,EIF2B1,123620406,123633766
ENSG00000198467,chr9,-,TPM2,35681992,35691020
ENSG00000239389,chr5,+,PCDHA13,140882208,141012344
ENSG00000142235,chr19,-,LMTK3,48485271,48513189
ENSG00000248485,chr1,+,PCP4L1,161258727,161285450
ENSG00000174109,chr16,-,C16orf91,1419744,1420800
ENSG00000158863,chr8,+,FAM160B2,22089159,22104898
ENSG00000158887,chr1,-,MPZ,161304735,161309972
ENSG00000168234,chr18,+,TTC39C,23992773,24135610
ENSG00000111364,chr12,+,DDX55,123602077,123620941
ENSG00000099256,chr10,-,PRTFDC1,24848607,24952604
ENSG00000234224,chr7,-,TMEM229A,124030916,124033023
ENSG00000188986,chr9,+,NELFB,137255173,137273547
ENSG00000198113,chr9,+,TOR4A,137277749,137282641
ENSG00000198435,chr9,-,NRARP,137300482,137302251
ENSG00000188931,chr1,-,CFAP126,161364731,161367874
ENSG00000143252,chr1,+,SDHC,161314257,161375340
ENSG00000157570,chr11,+,TSPAN18,44726465,44932421
ENSG00000198162,chr1,+,MAN1A2,117367449,117528872
ENSG00000169951,chr16,-,ZNF764,30553764,30558498
ENSG00000163013,chr2,-,FBXO41,73254682,73284431
ENSG00000013016,chr2,+,EHD3,31234337,31269447
ENSG00000168827,chr3,+,GFM1,158644278,158692575
ENSG00000115993,chr2,-,TRAK2,201377207,201451611
ENSG00000070193,chr5,-,FGF10,44303544,44389706
ENSG00000213047,chr1,-,DENND1B,197504748,197775696
ENSG00000204264,chr6,-,PSMB8,32840717,32844703
ENSG00000082146,chr2,+,STRADB,201387858,201480846
ENSG00000182450,chr11,+,KCNK4,64291302,64300031
ENSG00000187609,chr9,-,EXD3,137306896,137423262
ENSG00000125505,chr19,-,MBOAT7,54173412,54189882
ENSG00000261459,chr16,-,AC002310.11,30525923,30534852
ENSG00000169955,chr16,-,ZNF747,30530367,30535347
ENSG00000183386,chr1,-,FHL3,37996770,38005606
ENSG00000132466,chr4,-,ANKRD17,73073376,73258798
ENSG00000111077,chr12,+,TNS2,53046969,53064372
ENSG00000149451,chr20,-,ADAM33,3667965,3682246
ENSG00000145911,chr5,+,N4BP3,178113443,178126087
ENSG00000171956,chr15,+,FOXB1,60004222,60061730
ENSG00000171944,chr11,-,OR52A5,5131692,5132642
ENSG00000168906,chr2,+,MAT2A,85539165,85545280
ENSG00000129968,chr19,-,ABHD17A,1876810,1885547
ENSG00000135722,chr16,+,FBXL8,67159931,67164570
ENSG00000162929,chr2,+,KIAA1841,61065871,61138034
ENSG00000172350,chr11,+,ABCG4,119149012,119162653
ENSG00000187714,chr10,+,SLC18A3,49610301,49612720
ENSG00000214814,chr8,+,FER1L6,123851987,124120061
ENSG00000071189,chr7,-,SNX13,17790761,17940501
ENSG00000168300,chr8,-,PCMTD1,51817575,51899186
ENSG00000088035,chr1,+,ALG6,63367590,63438562
ENSG00000170088,chr4,-,TMEM192,165070608,165208549
ENSG00000077348,chr19,-,EXOSC5,41386374,41397479
ENSG00000184785,chrX,+,SMIM10,134990938,134992473
ENSG00000139971,chr14,-,C14orf37,57999735,58298139
ENSG00000131043,chr20,+,AAR2,36236459,36270918
ENSG00000121207,chr4,+,LRAT,154626945,154753118
ENSG00000115884,chr2,-,SDC1,20200797,20225433
ENSG00000168487,chr8,+,BMP1,22164736,22212326
ENSG00000115841,chr2,+,RMDN2,37923187,38067142
ENSG00000156427,chr5,+,FGF18,171419656,171457623
ENSG00000151929,chr10,+,BAG3,119651370,119677819
ENSG00000115307,chr2,-,AUP1,74526645,74529939
ENSG00000166889,chr11,-,PATL1,59636716,59668980
ENSG00000107742,chr10,-,SPOCK2,72059035,72089032
ENSG00000108506,chr17,-,INTS2,61865367,61928016
ENSG00000173145,chr10,-,NOC3L,94333226,94362959
ENSG00000103335,chr16,-,PIEZO1,88715343,88785211
ENSG00000133028,chr17,-,SCO1,10672474,10698375
ENSG00000100567,chr14,+,PSMA3,58244831,58272012
ENSG00000230124,chr1,-,ACBD6,180269653,180502954
ENSG00000143614,chr1,-,GATAD2B,153804725,153922975
ENSG00000073792,chr3,-,IGF2BP2,185643739,185825056
ENSG00000167536,chr17,-,DHRS13,28897781,28903071
ENSG00000170222,chr17,+,ADPRM,10697594,10711233
ENSG00000153561,chr2,+,RMND5A,86720173,86778041
ENSG00000167208,chr16,-,SNX20,50666300,50681353
ENSG00000142546,chr19,-,NOSIP,49555711,49590262
ENSG00000256235,chr5,+,SMIM3,150777946,150796734
ENSG00000255423,chr3,+,EBLN2,73061659,73063337
ENSG00000196150,chr8,-,ZNF250,144876497,144902168
ENSG00000121454,chr1,+,LHX4,180230286,180278982
ENSG00000102554,chr13,+,KLF5,73054976,73077542
ENSG00000187824,chr17,-,TMEM220,10699015,10730316
ENSG00000163605,chr3,+,PPP4R2,72996785,73069199
ENSG00000123165,chrX,-,ACTRT1,128050962,128052398
ENSG00000135406,chr12,+,PRPH,49293252,49298686
ENSG00000006283,chr17,+,CACNA1G,50561068,50627474
ENSG00000151067,chr12,+,CACNA1C,1970786,2697950
ENSG00000196376,chr6,+,SLC35F1,117907526,118317676
ENSG00000046647,chrX,-,GEMIN8,14008279,14029893
ENSG00000144021,chr2,+,CIAO1,96266132,96273349
ENSG00000244624,chr21,+,KRTAP20-1,30616425,30616699
ENSG00000106052,chr7,+,TAX1BP1,27739331,27844564
ENSG00000008324,chr3,+,SS18L2,42581840,42595114
ENSG00000084710,chr2,+,EFR3B,25042130,25159137
ENSG00000262628,chr17,-,OR1D5,3062669,3063607
ENSG00000114853,chr3,+,ZBTB47,42653684,42665854
ENSG00000091127,chr7,-,PUS7,105439661,105522267
ENSG00000120708,chr5,+,TGFBI,136028895,136063818
ENSG00000256053,chr14,+,APOPT1,103562962,103607523
ENSG00000115267,chr2,-,IFIH1,162267079,162318703
ENSG00000171587,chr21,-,DSCAM,40010999,40847139
ENSG00000205126,chr11,+,ACCSL,44047981,44059977
ENSG00000167549,chr17,-,CORO6,29614756,29622907
ENSG00000239713,chr22,+,APOBEC3G,39040961,39087743
ENSG00000114857,chr3,+,NKTR,42600614,42648741
ENSG00000171428,chr8,+,NAT1,18170477,18223689
ENSG00000174951,chr19,-,FUT1,48748011,48755390
ENSG00000047579,chr6,-,DTNBP1,15522801,15663058
ENSG00000140350,chr15,-,ANP32A,68778535,68820897
ENSG00000110172,chr11,-,CHORDC1,90201160,90223364
ENSG00000096696,chr6,+,DSP,7541575,7586717
ENSG00000175387,chr18,-,SMAD2,47808957,47931146
ENSG00000175482,chr11,-,POLD4,67350777,67356972
ENSG00000130024,chr6,-,PHF10,169703905,169725566
ENSG00000125676,chrX,-,THOC2,123600561,123733056
ENSG00000166170,chr14,-,BAG5,103556544,103562831
ENSG00000205832,chr16,+,C16orf96,4556490,4600714
ENSG00000128872,chr15,+,TMOD2,51751561,51816368
ENSG00000128394,chr22,+,APOBEC3F,39040604,39053910
ENSG00000108423,chr17,-,TUBD1,59859482,59892945
ENSG00000175463,chr11,+,TBC1D10C,67403915,67410089
ENSG00000107485,chr10,+,GATA3,8053604,8075198
ENSG00000100479,chr14,-,POLE2,49643555,49688422
ENSG00000123728,chrX,-,RAP2C,132203024,132219480
ENSG00000126214,chr14,+,KLC1,103561896,103714249
ENSG00000258484,chr15,+,SPESP1,68818221,68946811
ENSG00000135222,chr4,-,CSN2,69955256,69961007
ENSG00000109917,chr11,-,ZPR1,116773799,116788050
ENSG00000157399,chrX,-,ARSE,2934632,2968310
ENSG00000151150,chr10,-,ANK3,60026298,60733490
ENSG00000061987,chr12,+,MON2,62466817,62600479
ENSG00000115421,chr2,+,PAPOLG,60756230,60802085
ENSG00000185127,chr6,+,C6orf120,169702190,169704856
ENSG00000165762,chr14,+,OR4K2,19876232,19877309
ENSG00000141298,chr17,-,SSH2,29625938,29930276
ENSG00000127995,chr7,+,CASD1,94509219,94557019
ENSG00000140280,chr15,-,LYSMD2,51723011,51751585
ENSG00000156006,chr8,+,NAT2,18391245,18401218
ENSG00000164128,chr4,-,NPY1R,163323961,163344832
ENSG00000176281,chr14,+,OR4K5,19920582,19921659
ENSG00000155249,chr14,+,OR4K1,19935608,19936683
ENSG00000153294,chr6,+,ADGRF4,47685864,47722021
ENSG00000125798,chr20,-,FOXA2,22581005,22585455
ENSG00000049130,chr12,-,KITLG,88492793,88580851
ENSG00000144550,chr3,+,CPNE9,9703807,9729908
ENSG00000106460,chr7,+,TMEM106B,12211241,12243367
ENSG00000164129,chr4,+,NPY5R,163343939,163351934
ENSG00000108515,chr17,+,ENO3,4948092,4957131
ENSG00000147119,chrX,+,CHST7,46573784,46598408
ENSG00000133808,chr11,+,MICALCL,12276080,12359144
ENSG00000279116,chr11,-,OR8D2,124319238,124320288
ENSG00000124191,chr20,+,TOX2,43914864,44069616
ENSG00000148948,chr11,-,LRRC4C,40114203,41459773
ENSG00000174236,chr12,+,REP15,27696519,27697596
ENSG00000182117,chr15,-,NOP10,34341713,34343177
ENSG00000003393,chr2,-,ALS2,201700554,201781189
ENSG00000171105,chr19,-,INSR,7112255,7294034
ENSG00000170677,chr18,+,SOCS6,70288901,70330200
ENSG00000061794,chr12,+,MRPS35,27710773,27756295
ENSG00000115275,chr2,-,MOGS,74461057,74465410
ENSG00000101745,chr18,+,ANKRD12,9136228,9285985
ENSG00000074317,chr5,-,SNCB,176620084,176630556
ENSG00000047617,chr12,-,ANO2,5531869,5946232
ENSG00000176927,chr17,+,EFCAB5,29929200,30108452
ENSG00000134762,chr18,-,DSC3,30990008,31042815
ENSG00000205667,chrX,+,ARSH,3006613,3033571
ENSG00000147113,chrX,-,CXorf36,45148374,45200901
ENSG00000274070,chr7,+,GATSL2,74964818,75024798
ENSG00000197428,chr11,+,OR51D1,4639715,4640838
ENSG00000165795,chr14,-,NDRG2,21016763,21070872
ENSG00000168066,chr11,-,SF1,64764606,64778786
ENSG00000088808,chr14,-,PPP1R13B,103733752,103847590
ENSG00000154237,chr15,+,LRRK1,100919215,101078254
ENSG00000124574,chr6,+,ABCC10,43427366,43450430
ENSG00000155313,chr21,+,USP25,15730025,15880069
ENSG00000120318,chr5,-,ARAP3,141653401,141682221
