chromosome,start,end,orientation,name,wbid,gname
chrIV,3752607,3755414,-,Y37E11AR.7,WBGene00021373,
chrIV,3579618,3581015,+,Y37E11B.1,WBGene00021374,
chrIV,3603544,3606461,-,Y37E11B.10,WBGene00021381,
chrIV,3578441,3579391,+,Y37E11B.2,WBGene00021375,
chrIV,3580964,3582904,-,Y37E11B.3,WBGene00021376,
chrIV,3584309,3593610,-,Y37E11B.4,WBGene00006383,taf-2
chrIV,3593947,3598548,-,Y37E11B.5,WBGene00021377,
chrIV,3598647,3599294,-,Y37E11B.6,WBGene00021378,
chrIV,3599518,3600061,-,Y37E11B.7,WBGene00021379,
chrIV,3601759,3603373,-,Y37E11B.9,WBGene00021380,
chrIV,3516818,3526598,+,Y37E11C.1,WBGene00006769,unc-33
chrI,2061670,2064019,-,Y37E3.1,WBGene00021346,
chrI,2072680,2076909,+,Y37E3.10,WBGene00021351,
chrI,2078962,2085681,+,Y37E3.11,WBGene00021352,
chrI,2085676,2093853,-,Y37E3.13,WBGene00021353,iglr-3
chrI,2097349,2123445,+,Y37E3.15,WBGene00003799,npp-13
chrI,2113651,2118553,-,Y37E3.16,WBGene00021354,fpn-1.1
chrI,2128593,2145971,+,Y37E3.17,WBGene00021355,
chrI,2107405,2108632,-,Y37E3.19,WBGene00044810,
chrI,2064296,2065121,+,Y37E3.3,WBGene00021347,rpb-10
chrI,2064955,2065710,+,Y37E3.4,WBGene00021348,moag-4
chrI,2065730,2069052,+,Y37E3.5,WBGene00021349,arl-13
chrI,2069044,2069590,-,Y37E3.7,WBGene00004409,rla-1
chrI,2069682,2070612,-,Y37E3.8,WBGene00021350,
chrI,2071353,2072552,+,Y37E3.9,WBGene00004014,phb-1
chrI,10859540,10860791,+,Y37F4.1,WBGene00021382,
chrI,10855928,10857613,+,Y37F4.2,WBGene00021383,
chrI,10850426,10851226,-,Y37F4.3,WBGene00021384,
chrI,10855502,10855792,-,Y37F4.4,WBGene00021385,
chrI,10861186,10863557,-,Y37F4.5,WBGene00021386,
chrI,10869938,10875178,-,Y37F4.6,WBGene00021387,
chrI,10863913,10864615,-,Y37F4.7,WBGene00021388,
chrI,10867690,10868523,-,Y37F4.8,WBGene00044289,
chrV,18108242,18114729,+,Y37H2A.1,WBGene00012562,
chrV,18138967,18140659,+,Y37H2A.10,WBGene00012570,
chrV,18141433,18142549,+,Y37H2A.11,WBGene00012571,
chrV,18129152,18131081,-,Y37H2A.12,WBGene00044758,
chrV,18142821,18143515,+,Y37H2A.13,WBGene00045417,
chrV,18142821,18144693,+,Y37H2A.14,WBGene00045416,
chrV,18123949,18125217,+,Y37H2A.4,WBGene00012564,fbxa-107
chrV,18125347,18127177,+,Y37H2A.5,WBGene00012565,fbxa-210
chrV,18127659,18128853,+,Y37H2A.6,WBGene00012566,fbxa-211
chrV,18131525,18134450,-,Y37H2A.7,WBGene00012567,
chrV,18272861,18277666,-,Y37H2C.1,WBGene00012573,
chrV,18269588,18269957,-,Y37H2C.2,WBGene00004812,skr-6
chrV,18267264,18268816,-,Y37H2C.3,WBGene00012574,fbxa-213
chrV,18270675,18272228,+,Y37H2C.4,WBGene00012575,
chrI,13773055,13778764,+,Y37H9A.1,WBGene00012576,
chrI,13779769,13781390,-,Y37H9A.2,WBGene00012577,
chrI,13778884,13792153,+,Y37H9A.3,WBGene00012578,
chrI,13796151,13796878,-,Y37H9A.5,WBGene00014871,
chrI,13792626,13794142,-,Y37H9A.6,WBGene00003581,ndx-4
chrV,6055572,6056726,+,Y38A10A.1,WBGene00005098,srd-20
chrV,6057347,6063408,-,Y38A10A.2,WBGene00021389,
chrV,6065490,6067072,-,Y38A10A.3,WBGene00005236,srh-10
chrV,6067794,6070051,-,Y38A10A.4,WBGene00021390,fbxa-214
chrV,6098976,6100536,-,Y38A10A.5,WBGene00000802,crt-1
chrV,6097086,6099029,+,Y38A10A.6,WBGene00021391,smut-1
chrV,6096011,6096886,+,Y38A10A.7,WBGene00021392,
chrII,4953574,4954499,+,Y38A8.1,WBGene00003580,ndx-3
chrII,4954494,4955425,-,Y38A8.2,WBGene00003949,pbs-3
chrII,4955638,4959869,-,Y38A8.3,WBGene00006737,ulp-2
chrIV,208187,217392,+,Y38C1AA.1,WBGene00021394,
chrIV,218548,220858,+,Y38C1AA.11,WBGene00021401,prdx-6
chrIV,192265,193415,+,Y38C1AA.12,WBGene00021402,
chrIV,203795,205146,+,Y38C1AA.13,WBGene00044736,gfrp-1
chrIV,205239,208004,+,Y38C1AA.14,WBGene00195063,
chrIV,194745,202585,+,Y38C1AA.2,WBGene00000815,csn-3
chrIV,184650,192149,+,Y38C1AA.3,WBGene00021395,pnc-1
chrIV,179008,183251,+,Y38C1AA.4,WBGene00006561,tcl-2
chrIV,165125,169980,+,Y38C1AA.5,WBGene00021396,cutl-24
chrIV,162631,164814,+,Y38C1AA.6,WBGene00021397,
chrIV,158967,159831,+,Y38C1AA.7,WBGene00021398,
chrIV,156073,157897,-,Y38C1AA.9,WBGene00021400,
chrIV,36809,39114,+,Y38C1AB.1,WBGene00021403,
chrIV,26982,32380,+,Y38C1AB.2,WBGene00021404,trpl-3
chrIV,21493,23198,+,Y38C1AB.3,WBGene00021405,
chrIV,695,14926,+,Y38C1AB.4,WBGene00021406,frm-5.2
chrIV,8765,11070,-,Y38C1AB.5,WBGene00021407,
chrIV,15499,20899,-,Y38C1AB.6,WBGene00021408,trpl-4
chrIV,24683,26388,-,Y38C1AB.7,WBGene00021409,
chrIV,39226,48844,-,Y38C1AB.8,WBGene00001492,frm-5.1
chrIV,1802025,1803981,-,Y38C1BA.1,WBGene00021410,
chrIV,1805036,1815098,-,Y38C1BA.2,WBGene00004913,snn-1
chrIV,1817044,1820252,-,Y38C1BA.3,WBGene00000683,col-109
chrIV,1821816,1822407,+,Y38C1BA.4,WBGene00195012,
chrV,107402,118162,+,Y38C9A.1,WBGene00021411,
chrV,118043,122966,-,Y38C9A.2,WBGene00000480,cgp-1
chrV,59242,63509,+,Y38C9B.1,WBGene00021412,cyp-29A3
chrV,49956,56046,-,Y38C9B.2,WBGene00021413,srt-52
chrV,63726,64503,-,Y38C9B.3,WBGene00021414,
chrII,12570133,12570558,-,Y38E10A.1,WBGene00012579,
chrII,12610247,12612291,-,Y38E10A.10,WBGene00012588,lips-16
chrII,12613436,12613953,+,Y38E10A.11,WBGene00012589,nspe-4
chrII,12617820,12618143,+,Y38E10A.12,WBGene00012590,nspe-3
chrII,12620482,12620819,-,Y38E10A.13,WBGene00012591,nspe-1
chrII,12623123,12624479,-,Y38E10A.14,WBGene00012592,
chrII,12627126,12627496,+,Y38E10A.15,WBGene00012593,nspe-7
chrII,12628876,12629314,+,Y38E10A.16,WBGene00012594,nspe-5
chrII,12632520,12634721,-,Y38E10A.17,WBGene00012595,
chrII,12636633,12638382,+,Y38E10A.18,WBGene00012596,nhr-234
chrII,12640635,12642674,+,Y38E10A.19,WBGene00012597,nhr-235
chrII,12571507,12573464,-,Y38E10A.2,WBGene00012580,
chrII,12654681,12663770,+,Y38E10A.20,WBGene00012598,
chrII,12668772,12671556,+,Y38E10A.21,WBGene00004347,rgs-4
chrII,12673139,12676121,-,Y38E10A.22,WBGene00012600,
chrII,12678956,12679335,+,Y38E10A.24,WBGene00012602,
chrII,12615831,12616100,-,Y38E10A.25,WBGene00012603,nspe-6
chrII,12619107,12619322,-,Y38E10A.26,WBGene00012604,nspe-2
chrII,12629646,12631929,+,Y38E10A.28,WBGene00044034,
chrII,12621022,12621892,-,Y38E10A.29,WBGene00175028,nspe-8
chrII,12573931,12574703,-,Y38E10A.3,WBGene00012581,
chrII,12575626,12577657,-,Y38E10A.4,WBGene00012582,clec-8
chrII,12578353,12581003,-,Y38E10A.5,WBGene00012583,clec-4
chrII,12582111,12603615,-,Y38E10A.6,WBGene00012584,ceh-100
chrII,12605903,12606962,+,Y38E10A.7,WBGene00012585,lips-15
chrII,12607135,12608613,+,Y38E10A.8,WBGene00012586,
chrII,12608887,12609564,+,Y38E10A.9,WBGene00012587,
chrII,12952412,12954717,-,Y38F1A.1,WBGene00012605,
chrII,13014262,13025768,-,Y38F1A.10,WBGene00003144,max-2
chrII,12954893,12957950,+,Y38F1A.2,WBGene00012606,
chrII,12965499,12978087,+,Y38F1A.3,WBGene00004232,ptr-18
chrII,12966803,12969146,-,Y38F1A.4,WBGene00012607,
chrII,12980522,12993050,+,Y38F1A.5,WBGene00000870,cyd-1
chrII,12994289,12996502,-,Y38F1A.6,WBGene00012608,
chrII,12996846,12997735,-,Y38F1A.7,WBGene00012609,
chrII,12997917,13000786,-,Y38F1A.8,WBGene00012610,
chrII,13006538,13008094,-,Y38F1A.9,WBGene00003860,oig-2
chrIV,2324056,2326737,+,Y38F2AL.1,WBGene00021415,nsy-4
chrIV,2303974,2306691,-,Y38F2AL.2,WBGene00021416,mksr-2
chrIV,2307815,2314567,-,Y38F2AL.3,WBGene00006920,vha-11
chrIV,2315424,2315988,-,Y38F2AL.4,WBGene00006912,vha-3
chrIV,2327126,2329640,-,Y38F2AL.5,WBGene00021417,nhr-236
chrIV,2330193,2330680,-,Y38F2AL.6,WBGene00021418,
chrIV,2390820,2396275,+,Y38F2AR.1,WBGene00021419,eri-5
chrIV,2396242,2399419,-,Y38F2AR.10,WBGene00021428,
chrIV,2399487,2412409,-,Y38F2AR.12,WBGene00021430,
chrIV,2389442,2390385,+,Y38F2AR.2,WBGene00021420,trap-3
chrIV,2384010,2388126,+,Y38F2AR.3,WBGene00021421,
chrIV,2358931,2376176,+,Y38F2AR.5,WBGene00021423,tftc-1
chrIV,2333837,2348914,-,Y38F2AR.7,WBGene00021425,ppgn-1
chrIV,2388193,2388676,-,Y38F2AR.9,WBGene00021427,
chrV,20325697,20328025,+,Y38H6A.1,WBGene00012612,
chrV,20345172,20348096,+,Y38H6A.3,WBGene00012614,
chrV,20334142,20335329,-,Y38H6A.5,WBGene00077669,
chrV,20497884,20499042,-,Y38H6C.1,WBGene00012615,dct-16
chrV,20516267,20518005,-,Y38H6C.10,WBGene00012623,fbxa-149
chrV,20522590,20524482,+,Y38H6C.11,WBGene00012624,fbxa-150
chrV,20524669,20525835,-,Y38H6C.12,WBGene00005382,srh-166
chrV,20527762,20528453,+,Y38H6C.13,WBGene00012625,
chrV,20529922,20534138,-,Y38H6C.14,WBGene00012626,
chrV,20534733,20536193,-,Y38H6C.15,WBGene00012627,
chrV,20536454,20538112,-,Y38H6C.16,WBGene00012628,
chrV,20540364,20544161,-,Y38H6C.17,WBGene00012629,
chrV,20546595,20547117,-,Y38H6C.18,WBGene00012630,
chrV,20552269,20553022,-,Y38H6C.19,WBGene00012631,
chrV,20500781,20503197,-,Y38H6C.2,WBGene00005812,srw-65
chrV,20547252,20551133,-,Y38H6C.20,WBGene00012632,
chrV,20554085,20555236,-,Y38H6C.21,WBGene00012633,
chrV,20557914,20558348,-,Y38H6C.22,WBGene00000015,abf-4
chrV,20555598,20556207,-,Y38H6C.23,WBGene00012634,
chrV,20526422,20526799,+,Y38H6C.24,WBGene00194689,
chrV,20519196,20520031,+,Y38H6C.25,WBGene00194744,
chrV,20499868,20500463,-,Y38H6C.3,WBGene00012616,dct-14
chrV,20504844,20505066,-,Y38H6C.4,WBGene00012617,
chrV,20506472,20509976,+,Y38H6C.5,WBGene00012618,dct-10
chrV,20514735,20515675,+,Y38H6C.8,WBGene00012621,
chrV,20520223,20522253,-,Y38H6C.9,WBGene00012622,
chrIV,13483522,13485486,+,Y38H8A.1,WBGene00012635,
chrIV,13474408,13476193,+,Y38H8A.2,WBGene00012636,
chrIV,13472482,13473955,+,Y38H8A.3,WBGene00012637,
chrIV,13470538,13472239,-,Y38H8A.4,WBGene00012638,
chrIV,13466115,13469378,+,Y38H8A.5,WBGene00012639,fezf-1
chrIV,13455293,13456125,+,Y38H8A.7,WBGene00012640,
chrIII,10596515,10600085,-,Y39A1A.1,WBGene00012641,epg-6
chrIII,10632629,10632985,+,Y39A1A.10,WBGene00012649,
chrIII,10640787,10642973,-,Y39A1A.11,WBGene00000974,dhs-11
chrIII,10642966,10648758,+,Y39A1A.12,WBGene00012650,orc-1
chrIII,10646068,10648756,+,Y39A1A.13,WBGene00012651,orc-4
chrIII,10649416,10650532,+,Y39A1A.14,WBGene00012652,
chrIII,10655671,10677423,+,Y39A1A.15,WBGene00000566,cnt-2
chrIII,10679261,10682113,+,Y39A1A.16,WBGene00012654,
chrIII,10687028,10691002,-,Y39A1A.17,WBGene00012655,
chrIII,10692092,10694292,-,Y39A1A.18,WBGene00012656,
chrIII,10694548,10698769,+,Y39A1A.19,WBGene00001478,fmo-3
chrIII,10601806,10603450,-,Y39A1A.2,WBGene00012642,
chrIII,10699179,10700468,-,Y39A1A.20,WBGene00012657,
chrIII,10700509,10706923,-,Y39A1A.21,WBGene00012658,
chrIII,10703710,10706441,-,Y39A1A.22,WBGene00012659,
chrIII,10621442,10626284,+,Y39A1A.23,WBGene00001997,hpr-9
chrIII,10613468,10614830,+,Y39A1A.24,WBGene00012660,
chrIII,10638707,10639602,+,Y39A1A.27,WBGene00194731,
chrIII,10595156,10596392,-,Y39A1A.3,WBGene00012643,
chrIII,10605250,10613070,+,Y39A1A.5,WBGene00012644,rabx-5
chrIII,10615365,10617724,+,Y39A1A.6,WBGene00012645,mrpl-22
chrIII,10617770,10621270,-,Y39A1A.7,WBGene00012646,lron-10
chrIII,10625835,10628327,-,Y39A1A.8,WBGene00012647,swt-4
chrIII,10629970,10633402,-,Y39A1A.9,WBGene00012648,
chrIII,10794250,10796270,+,Y39A1B.1,WBGene00012661,clec-163
chrIII,10781782,10791077,+,Y39A1B.2,WBGene00004233,ptr-19
chrIII,10763048,10777244,+,Y39A1B.3,WBGene00001087,dpy-28
chrIII,10856728,10858075,+,Y39A1C.1,WBGene00012662,
chrIII,10858185,10866895,+,Y39A1C.2,WBGene00003898,oxi-1
chrIII,10866789,10868628,-,Y39A1C.3,WBGene00000475,cey-4
chrIII,10849121,10854462,+,Y39A1C.4,WBGene00012663,hex-3
chrIII,2056720,2057660,-,Y39A3A.2,WBGene00021433,
chrIII,2066630,2068403,-,Y39A3A.3,WBGene00021434,
chrIII,2072999,2076510,-,Y39A3A.4,WBGene00021435,
chrIII,2060663,2060947,-,Y39A3A.5,WBGene00002099,ins-16
chrIII,2006019,2009186,+,Y39A3B.1,WBGene00021436,
chrIII,1997831,2002428,+,Y39A3B.2,WBGene00021437,lgc-42
chrIII,1985099,1987456,+,Y39A3B.3,WBGene00021438,
chrIII,1980813,1982637,-,Y39A3B.4,WBGene00005143,srd-66
chrIII,2009289,2021579,-,Y39A3B.5,WBGene00021439,ckr-2
chrIII,1834504,1846751,+,Y39A3CL.1,WBGene00021440,
chrIII,1789138,1806612,+,Y39A3CL.2,WBGene00006513,rimb-1
chrIII,1777801,1778303,+,Y39A3CL.3,WBGene00021441,
chrIII,1772558,1778060,-,Y39A3CL.4,WBGene00021442,
chrIII,1807725,1818316,-,Y39A3CL.5,WBGene00000545,clp-4
chrIII,1821141,1824105,-,Y39A3CL.6,WBGene00004249,pvf-1
chrIII,1824908,1834136,+,Y39A3CL.7,WBGene00021443,
chrIII,1878356,1880830,+,Y39A3CR.1,WBGene00004886,smi-1
chrIII,1860420,1874287,+,Y39A3CR.3,WBGene00021444,
chrIII,1859879,1860365,+,Y39A3CR.4,WBGene00000941,ddp-1
chrIII,1858904,1859698,+,Y39A3CR.5,WBGene00021445,
chrIII,1855381,1858875,+,Y39A3CR.6,WBGene00021446,hlh-33
chrIII,1849036,1852893,+,Y39A3CR.7,WBGene00004163,pqn-82
chrIII,1881149,1883008,-,Y39A3CR.8,WBGene00021447,
chrV,19200984,19203580,-,Y39B6A.1,WBGene00012664,
chrV,19131502,19133545,-,Y39B6A.10,WBGene00012672,
chrV,19127501,19130953,+,Y39B6A.11,WBGene00012673,dyf-17
chrV,19119494,19124879,-,Y39B6A.12,WBGene00012674,bed-1
chrV,19118482,19119338,-,Y39B6A.13,WBGene00012675,
chrV,19102417,19118383,-,Y39B6A.14,WBGene00012676,pro-3
chrV,19099056,19101079,-,Y39B6A.16,WBGene00012678,
chrV,19076561,19082560,-,Y39B6A.17,WBGene00003685,nhr-95
chrV,19068592,19074057,-,Y39B6A.18,WBGene00012679,
chrV,19060151,19066931,+,Y39B6A.19,WBGene00006696,twk-46
chrV,19190516,19198894,+,Y39B6A.2,WBGene00012665,pph-5
chrV,19049094,19050796,-,Y39B6A.20,WBGene00000214,asp-1
chrV,19043186,19044824,-,Y39B6A.22,WBGene00012681,asp-15
chrV,19039029,19042576,-,Y39B6A.23,WBGene00012682,asp-16
chrV,19035686,19037293,-,Y39B6A.24,WBGene00012683,asp-17
chrV,19026434,19031561,+,Y39B6A.25,WBGene00012684,
chrV,19031713,19035222,+,Y39B6A.27,WBGene00012686,
chrV,19020458,19024736,-,Y39B6A.29,WBGene00012688,
chrV,19189212,19189989,-,Y39B6A.3,WBGene00012666,
chrV,19014608,19020033,+,Y39B6A.30,WBGene00012689,
chrV,19007507,19008115,-,Y39B6A.32,WBGene00012691,
chrV,19001925,19006695,+,Y39B6A.33,WBGene00012692,
chrV,19000989,19001826,+,Y39B6A.34,WBGene00012693,
chrV,18998314,19000922,+,Y39B6A.35,WBGene00006567,tgt-2
chrV,18993911,18998176,+,Y39B6A.36,WBGene00012694,
chrV,18990829,18993770,+,Y39B6A.37,WBGene00012695,
chrV,18986430,18990380,-,Y39B6A.38,WBGene00012696,reps-1
chrV,18981290,18986100,+,Y39B6A.39,WBGene00012697,mrps-35
chrV,18979292,18981126,-,Y39B6A.40,WBGene00012698,
chrV,18970471,18977947,-,Y39B6A.41,WBGene00012699,
chrV,18967875,18969588,-,Y39B6A.42,WBGene00012700,
chrV,18960938,18967794,-,Y39B6A.43,WBGene00012701,
chrV,18958211,18960143,-,Y39B6A.46,WBGene00012702,ztf-20
chrV,19087686,19092632,+,Y39B6A.47,WBGene00012703,nhr-145
chrV,19174777,19187870,+,Y39B6A.48,WBGene00001987,hot-2
chrV,19157630,19158791,-,Y39B6A.5,WBGene00012668,
chrV,19154077,19157676,+,Y39B6A.6,WBGene00006639,tsp-13
chrV,19152250,19152399,-,Y39B6A.69,WBGene00195240,
chrV,19145697,19149118,-,Y39B6A.7,WBGene00012669,
chrV,19140766,19145513,+,Y39B6A.8,WBGene00012670,
chrV,19136480,19139021,+,Y39B6A.9,WBGene00012671,
chrIV,12222848,12227030,-,Y39C12A.1,WBGene00012704,
chrIV,12234117,12236089,-,Y39C12A.5,WBGene00012707,sre-16
chrIV,12237153,12238929,-,Y39C12A.6,WBGene00012708,sre-19
chrIV,12241341,12244784,-,Y39C12A.7,WBGene00012709,sre-15
chrIV,12251161,12252641,-,Y39C12A.8,WBGene00001044,dnj-26
chrIV,12257577,12259170,-,Y39C12A.9,WBGene00012710,
chrV,419688,421842,+,Y39D8A.1,WBGene00021448,
chrV,370334,373256,+,Y39D8B.1,WBGene00021449,mltn-7
chrV,364951,369089,+,Y39D8B.2,WBGene00021450,mltn-6
chrV,374409,379673,-,Y39D8B.3,WBGene00021451,mltn-8
chrV,323778,330728,-,Y39D8C.1,WBGene00000022,abt-4
chrIII,12951328,12952241,+,Y39E4A.1,WBGene00012711,
chrIII,12952869,12966894,-,Y39E4A.2,WBGene00012712,ttm-1
chrIII,12967828,12972397,-,Y39E4A.3,WBGene00012713,
chrIII,13153474,13160189,+,Y39E4B.1,WBGene00012714,abce-1
chrIII,13143272,13152651,-,Y39E4B.10,WBGene00012719,
chrIII,13204881,13207293,+,Y39E4B.11,WBGene00012720,
chrIII,13187291,13204796,+,Y39E4B.12,WBGene00001630,gly-5
chrIII,13091011,13093558,+,Y39E4B.13,WBGene00012721,
chrIII,13165111,13169419,-,Y39E4B.2,WBGene00012715,snpc-1.2
chrIII,13087379,13099553,-,Y39E4B.3,WBGene00004164,pqn-83
chrIII,13212590,13214246,+,Y39E4B.4,WBGene00006629,tsp-3
chrIII,13169817,13173005,+,Y39E4B.5,WBGene00012716,
chrIII,13070659,13074931,+,Y39E4B.6,WBGene00012717,
chrIII,13107506,13118800,+,Y39E4B.7,WBGene00012718,dhhc-8
chrIII,13119719,13133829,+,Y39E4B.8,WBGene00006985,zig-8
chrIII,13133822,13139513,-,Y39E4B.9,WBGene00000267,bre-2
chrII,775374,776722,+,Y39F10A.1,WBGene00021452,
chrII,779387,781702,-,Y39F10A.2,WBGene00021453,
chrII,781842,783008,-,Y39F10A.3,WBGene00021454,
chrII,723795,732428,+,Y39F10B.1,WBGene00021456,
chrII,674439,677030,+,Y39F10C.1,WBGene00021457,
chrII,676069,678354,+,Y39F10C.2,WBGene00194705,
chrI,2279836,2280869,+,Y39G10AL.1,WBGene00021458,
chrI,2280917,2291185,-,Y39G10AL.3,WBGene00000408,cdk-7
chrI,2300086,2302826,+,Y39G10AR.10,WBGene00021468,epg-2
chrI,2293134,2297320,+,Y39G10AR.11,WBGene00021469,
chrI,2297282,2304397,-,Y39G10AR.12,WBGene00021470,tpxl-1
chrI,2304472,2306818,-,Y39G10AR.13,WBGene00002047,icp-1
chrI,2318293,2321849,-,Y39G10AR.14,WBGene00003156,mcm-4
chrI,2322031,2327331,-,Y39G10AR.15,WBGene00021471,
chrI,2330897,2332637,-,Y39G10AR.16,WBGene00021472,
chrI,2377091,2381853,-,Y39G10AR.17,WBGene00021473,sydn-1
chrI,2382954,2401490,-,Y39G10AR.18,WBGene00021474,dot-1.1
chrI,2402234,2409989,+,Y39G10AR.2,WBGene00021460,zwl-1
chrI,2312498,2313081,+,Y39G10AR.20,WBGene00021475,
chrI,2308974,2312132,+,Y39G10AR.21,WBGene00021476,
chrI,2327991,2330164,+,Y39G10AR.22,WBGene00021477,srbc-64
chrI,2352837,2356157,+,Y39G10AR.25,WBGene00077563,peel-1
chrI,2357885,2372966,+,Y39G10AR.3,WBGene00021461,nekl-1
chrI,2342218,2350470,+,Y39G10AR.5,WBGene00021463,zeel-1
chrI,2333328,2338690,+,Y39G10AR.6,WBGene00021464,ugt-31
chrI,2316309,2318307,+,Y39G10AR.7,WBGene00021465,
chrI,2313271,2316015,+,Y39G10AR.8,WBGene00021466,
chrI,2306987,2308973,+,Y39G10AR.9,WBGene00021467,
chrII,13970509,13972872,-,Y39G8B.1,WBGene00012722,
chrII,13982039,13982935,-,Y39G8B.10,WBGene00012729,
chrII,13973473,13976147,-,Y39G8B.2,WBGene00012723,
chrII,13977090,13979809,-,Y39G8B.3,WBGene00012724,sre-48
chrII,13983323,13984577,-,Y39G8B.4,WBGene00012725,sre-47
chrII,13987542,13991764,-,Y39G8B.5,WBGene00012726,
chrII,13994336,13994971,-,Y39G8B.7,WBGene00012727,
chrII,13981278,13981712,+,Y39G8B.9,WBGene00012728,
chrII,14068874,14088817,+,Y39G8C.1,WBGene00012730,xrn-1
chrII,14095377,14097315,-,Y39G8C.2,WBGene00012731,
chrII,14101188,14102931,+,Y39G8C.3,WBGene00014569,bkip-1
chrII,14090000,14094615,-,Y39G8C.4,WBGene00000662,col-87
chrV,3767190,3767736,+,Y39H10A.1,WBGene00021478,
chrV,3761125,3766292,+,Y39H10A.2,WBGene00021479,oac-55
chrV,3743563,3749420,+,Y39H10A.3,WBGene00003479,mtm-9
chrV,3733130,3739385,-,Y39H10A.4,WBGene00021480,
chrV,3738791,3739565,-,Y39H10A.5,WBGene00021481,
chrV,3750557,3756930,-,Y39H10A.6,WBGene00021482,
chrV,3756767,3759462,-,Y39H10A.7,WBGene00000498,chk-1
chrV,3664858,3666974,-,Y39H10B.1,WBGene00006164,str-113
chrV,3668766,3670487,+,Y39H10B.2,WBGene00044527,
chrV,3670828,3672631,+,Y39H10B.3,WBGene00194902,
chrX,2000940,2002483,+,Y40A1A.1,WBGene00021483,
chrX,1990728,1991760,+,Y40A1A.2,WBGene00021484,
chrX,1995570,1998106,-,Y40A1A.3,WBGene00021485,
chrV,2068448,2069142,+,Y40B10A.1,WBGene00021486,lbp-9
chrV,2057628,2061135,+,Y40B10A.2,WBGene00021487,comt-3
chrV,2033791,2035644,-,Y40B10A.3,WBGene00021488,srab-23
chrV,2038194,2042358,-,Y40B10A.4,WBGene00021489,
chrV,2043351,2046252,-,Y40B10A.5,WBGene00021490,
chrV,2049222,2050171,-,Y40B10A.6,WBGene00021491,comt-4
chrV,2052285,2053599,-,Y40B10A.7,WBGene00021492,comt-5
chrV,2061110,2066843,-,Y40B10A.8,WBGene00003676,nhr-86
chrV,2069206,2072894,-,Y40B10A.9,WBGene00021493,
chrV,1960136,1961402,-,Y40B10B.1,WBGene00021494,
chrV,1962814,1964905,-,Y40B10B.2,WBGene00005603,srj-15
chrI,13344033,13346957,+,Y40B1A.1,WBGene00012732,
chrI,13347057,13349248,+,Y40B1A.2,WBGene00012733,
chrI,13349399,13358663,+,Y40B1A.3,WBGene00012734,
chrI,13360664,13366877,-,Y40B1A.4,WBGene00012735,sptf-3
chrI,13423983,13425133,-,Y40B1B.3,WBGene00044066,fbxb-66
chrI,13435476,13437955,+,Y40B1B.5,WBGene00012738,eif-3.J
chrI,13438046,13450207,+,Y40B1B.6,WBGene00005010,spr-5
chrI,13426439,13428462,-,Y40B1B.7,WBGene00012739,
chrI,13428900,13434593,+,Y40B1B.8,WBGene00012740,
chrIV,7327725,7329097,-,Y40C5A.1,WBGene00021495,sqst-2
chrIV,7329609,7332800,-,Y40C5A.2,WBGene00003841,ocr-4
chrIV,7333094,7346840,-,Y40C5A.3,WBGene00021496,
chrIV,7349278,7364206,-,Y40C5A.4,WBGene00021497,
chrX,17259815,17263510,+,Y40C7B.1,WBGene00021498,
chrX,17258261,17259511,-,Y40C7B.3,WBGene00021499,
chrX,17256161,17256706,-,Y40C7B.4,WBGene00021500,
chrX,17263757,17266386,-,Y40C7B.5,WBGene00021501,
chrIII,6615361,6619996,+,Y40D12A.1,WBGene00021502,
chrIII,6612470,6615081,+,Y40D12A.2,WBGene00021503,
chrIII,6610769,6612210,+,Y40D12A.3,WBGene00005263,srh-40
chrV,6506738,6508788,-,Y40G12A.1,WBGene00006723,ubh-3
chrV,6508814,6509867,-,Y40G12A.2,WBGene00006722,ubh-2
chrV,14564737,14579704,-,Y40H4A.1,WBGene00001519,gar-3
chrV,14583291,14585421,-,Y40H4A.2,WBGene00012741,
chrIV,15143741,15147172,-,Y40H7A.1,WBGene00006138,str-78
chrIV,15210090,15215594,-,Y40H7A.10,WBGene00012747,
chrIV,15219654,15220314,-,Y40H7A.11,WBGene00012748,
chrIV,15156623,15158952,+,Y40H7A.2,WBGene00012742,
chrIV,15161125,15164875,-,Y40H7A.3,WBGene00012743,
chrIV,15167768,15175504,-,Y40H7A.4,WBGene00012744,
chrIV,15179890,15182921,+,Y40H7A.5,WBGene00005101,srd-23
chrIV,15192267,15202991,-,Y40H7A.6,WBGene00005056,sra-30
chrIV,15139069,15140900,-,Y40H7A.8,WBGene00005208,srg-51
chrIV,15207561,15209490,+,Y40H7A.9,WBGene00012746,
chrIII,11647669,11649793,+,Y41C4A.1,WBGene00012749,
chrIII,11718736,11719352,-,Y41C4A.10,WBGene00001235,elb-1
chrIII,11719800,11723502,+,Y41C4A.11,WBGene00012757,
chrIII,11723918,11726590,-,Y41C4A.12,WBGene00012758,
chrIII,11733268,11737529,-,Y41C4A.13,WBGene00012759,sup-1
chrIII,11746942,11750072,+,Y41C4A.14,WBGene00003417,mrt-2
chrIII,11703879,11704985,+,Y41C4A.16,WBGene00000670,col-95
chrIII,11641361,11641776,+,Y41C4A.17,WBGene00012760,
chrIII,11730607,11731205,+,Y41C4A.18,WBGene00012761,
chrIII,11705613,11706544,-,Y41C4A.19,WBGene00000671,col-96
chrIII,11650371,11656085,+,Y41C4A.2,WBGene00012750,faah-6
